,Values of area
48388,184854
48389,92256
48390,252710
48391,742534
48392,643031
48393,846909
48394,134485
48395,427591
48396,373774
48397,173872
48398,54971
48399,34707
48400,103148
48401,498098
48402,176290
48403,846351
48404,749714
48405,253787
48406,385212
48407,912084
48408,774748
48409,226430
48410,432258
48411,622821
48412,344138
48413,453855
48414,106924
48415,129369
48416,917864
48417,8938
48418,57351
48419,751413
48420,268705
48421,91958
48422,762244
48423,945084
48424,192038
48425,103222
48426,207062
48427,797205
48428,648571
48429,23405
48430,453313
48431,967147
48432,930879
48433,324200
48434,331223
48435,187390
48436,710571
48437,659810
48438,686922
48439,195490
48440,563802
48441,69864
48442,967852
48443,198908
48444,837364
48445,473987
48446,507876
48447,852314
48448,998353
48449,581515
48450,234221
48451,863992
48452,959766
48453,763227
48454,466952
48455,833201
48456,950812
48457,599492
48458,983384
48459,464248
48460,642441
48461,978773
48462,641364
48463,51394
48464,885076
48465,25034
48466,715873
48467,72155
48468,459358
48469,99376
48470,206794
48471,361237
48472,234560
48473,771937
48474,514400
48475,481551
48476,636755
48477,204966
48478,528609
48479,446682
48480,465504
48481,580337
48482,467520
48483,584934
48484,672978
48485,583861
48486,191741
48487,929438
48488,228666
48489,455105
48490,384267
48491,455852
48492,129083
48493,468705
48494,695247
48495,309531
48496,738346
48497,609518
48498,125619
48499,335744
48500,915263
48501,903106
48502,683378
48503,154168
48504,153381
48505,148246
48506,357795
48507,778715
48508,413194
48509,276479
48510,612365
48511,91912
48512,639957
48513,103932
48514,800417
48515,609971
48516,56705
48517,472518
48518,925686
48519,465235
48520,275386
48521,216196
48522,629083
48523,90365
48524,659741
48525,918409
48526,162209
48527,255679
48528,212317
48529,629092
48530,874942
48531,690456
48532,740675
48533,151103
48534,574167
48535,936744
48536,356107
48537,725521
48538,912658
48539,425820
48540,656131
48541,876094
48542,645960
48543,235227
48544,252760
48545,25647
48546,298960
48547,358283
48548,45467
48549,854739
48550,780940
48551,740475
48552,202368
48553,220929
48554,287234
48555,350366
48556,981847
48557,508677
48558,509839
48559,685914
48560,587556
48561,752990
48562,583915
48563,679362
48564,771794
48565,247564
48566,911518
48567,226996
48568,62896
48569,311684
48570,488944
48571,243484
48572,819528
48573,874216
48574,607136
48575,355603
48576,177449
48577,237193
48578,783174
48579,946774
48580,533479
48581,325739
48582,443438
48583,829286
48584,71779
48585,990971
48586,677358
48587,999055
48588,254715
48589,69320
48590,682878
48591,266425
48592,285134
48593,697035
48594,362838
48595,836590
48596,822527
48597,873209
48598,111351
48599,415484
48600,70762
48601,281598
48602,783887
48603,650157
48604,596481
48605,297800
48606,344427
48607,260278
48608,198416
48609,760108
48610,564046
48611,803832
48612,546182
48613,939917
48614,98151
48615,485943
48616,416862
48617,612541
48618,572681
48619,653492
48620,564415
48621,599467
48622,997385
48623,495663
48624,628291
48625,77830
48626,966434
48627,663608
48628,515233
48629,560028
48630,543608
48631,616393
48632,278860
48633,878447
48634,483938
48635,694864
48636,772589
48637,212964
48638,503644
48639,980079
48640,598374
48641,446690
48642,196486
48643,376954
48644,502399
48645,96808
48646,585877
48647,550749
48648,269963
48649,495707
48650,560433
48651,303028
48652,786437
48653,458332
48654,848120
48655,325866
48656,978430
48657,924072
48658,114243
48659,30395
48660,561776
48661,578220
48662,712717
48663,977746
48664,900030
48665,737277
48666,547899
48667,643245
48668,71101
48669,778583
48670,630485
48671,282134
48672,589754
48673,84179
48674,643199
48675,348329
48676,979667
48677,120802
48678,736493
48679,676289
48680,969831
48681,704495
48682,702363
48683,778968
48684,140318
48685,158089
48686,113796
48687,216953
48688,102219
48689,172689
48690,218487
48691,485523
48692,308491
48693,692081
48694,476303
48695,673626
48696,532051
48697,395437
48698,749106
48699,406578
48700,123495
48701,453831
48702,806798
48703,555183
48704,878052
48705,463744
48706,756195
48707,625900
48708,902973
48709,233323
48710,425874
48711,921468
48712,370805
48713,347642
48714,616500
48715,239202
48716,498192
48717,193180
48718,919708
48719,257716
48720,653727
48721,326833
48722,480803
48723,922287
48724,561764
48725,746147
48726,845365
48727,719801
48728,174053
48729,773337
48730,99776
48731,530239
48732,89486
48733,619077
48734,639753
48735,96487
48736,880833
48737,496209
48738,730288
48739,897733
48740,635580
48741,748512
48742,592105
48743,996040
48744,63978
48745,738902
48746,647533
48747,211096
48748,961539
48749,258626
48750,433769
48751,196922
48752,919836
48753,157612
48754,525637
48755,659604
48756,637105
48757,860724
48758,552815
48759,628647
48760,592334
48761,528300
48762,833249
48763,208829
48764,140777
48765,819429
48766,304195
48767,474680
48768,550666
48769,439679
48770,11151
48771,412193
48772,551589
48773,275343
48774,918321
48775,292538
48776,473740
48777,640514
48778,720016
48779,536095
48780,102717
48781,96387
48782,692774
48783,992785
48784,226968
48785,990632
48786,467941
48787,410689
48788,316579
48789,83516
48790,863695
48791,949255
48792,740370
48793,159162
48794,731741
48795,389263
48796,752668
48797,100085
48798,557335
48799,844386
48800,103867
48801,344143
48802,381013
48803,722378
48804,155350
48805,877666
48806,779910
48807,144057
48808,194378
48809,836442
48810,938615
48811,789280
48812,237410
48813,348130
48814,782962
48815,371296
48816,290394
48817,106147
48818,380099
48819,802658
48820,203121
48821,701635
48822,914626
48823,409469
48824,390873
48825,3894
48826,53254
48827,577072
48828,654810
48829,499948
48830,621880
48831,935816
48832,920963
48833,406606
48834,42157
48835,101029
48836,394563
48837,408380
48838,485330
48839,190577
48840,299548
48841,956059
48842,815024
48843,958043
48844,193659
48845,87173
48846,377220
48847,300405
48848,747727
48849,196103
48850,873767
48851,239163
48852,232754
48853,877953
48854,627477
48855,950014
48856,613078
48857,731615
48858,281001
48859,321335
48860,771922
48861,986758
48862,325473
48863,410419
48864,74955
48865,650346
48866,184379
48867,771982
48868,91414
48869,49213
48870,342690
48871,767764
48872,239807
48873,577700
48874,821241
48875,859186
48876,901530
48877,340675
48878,807967
48879,2148
48880,197350
48881,383573
48882,705226
48883,959533
48884,61090
48885,851986
48886,560133
48887,693606
48888,274407
48889,990499
48890,162155
48891,572395
48892,29572
48893,691800
48894,808022
48895,105136
48896,948318
48897,160865
48898,925666
48899,97349
48900,328452
48901,217373
48902,257821
48903,205394
48904,929564
48905,177301
48906,532759
48907,498077
48908,180652
48909,402700
48910,596750
48911,558394
48912,783279
48913,759290
48914,615587
48915,325119
48916,470647
48917,312111
48918,727544
48919,228157
48920,662527
48921,150647
48922,81218
48923,302878
48924,410636
48925,59988
48926,480892
48927,395687
48928,604019
48929,588141
48930,925864
48931,401788
48932,161898
48933,737176
48934,223229
48935,763765
48936,226317
48937,596542
48938,571785
48939,954437
48940,129671
48941,462521
48942,109956
48943,437571
48944,713052
48945,630311
48946,83597
48947,240108
48948,742425
48949,7955
48950,319156
48951,748975
48952,811190
48953,559711
48954,73747
48955,728859
48956,433357
48957,960957
48958,338476
48959,667016
48960,152162
48961,242326
48962,937263
48963,133358
48964,958009
48965,124698
48966,222231
48967,237387
48968,890104
48969,918953
48970,222732
48971,92265
48972,324823
48973,630301
48974,14820
48975,233293
48976,968472
48977,560977
48978,128466
48979,456322
48980,657375
48981,985965
48982,880241
48983,186180
48984,346205
48985,434493
48986,709028
48987,537100
48988,172370
48989,182756
48990,984673
48991,37817
48992,820049
48993,297648
48994,64260
48995,107083
48996,259129
48997,583330
48998,374029
48999,911693
49000,668799
49001,280118
49002,462744
49003,17831
49004,92400
49005,838604
49006,414698
49007,130220
49008,603526
49009,744894
49010,457371
49011,207433
49012,11068
49013,183000
49014,617238
49015,341477
49016,226435
49017,857626
49018,523867
49019,372484
49020,118629
49021,776406
49022,205165
49023,882916
49024,466255
49025,345957
49026,427684
49027,602517
49028,551899
49029,329906
49030,874276
49031,900253
49032,622563
49033,383141
49034,998260
49035,606758
49036,124059
49037,999109
49038,815506
49039,358675
49040,744627
49041,604911
49042,852877
49043,290379
49044,698997
49045,323564
49046,67925
49047,10304
49048,752931
49049,973278
49050,474014
49051,119873
49052,794994
49053,50284
49054,928279
49055,568055
49056,59966
49057,448119
49058,100855
49059,839956
49060,943929
49061,893217
49062,464341
49063,266232
49064,182517
49065,505758
49066,561696
49067,940228
49068,726340
49069,40123
49070,175547
49071,41459
49072,634797
49073,492504
49074,141459
49075,843748
49076,691324
49077,624844
49078,569020
49079,894078
49080,883386
49081,107552
49082,647153
49083,556720
49084,890878
49085,560779
49086,343047
49087,505026
49088,332980
49089,362054
49090,656904
49091,844721
49092,632489
49093,427798
49094,559909
49095,165757
49096,839620
49097,228078
49098,815304
49099,970766
49100,163776
49101,424779
49102,724935
49103,624388
49104,768189
49105,247228
49106,654110
49107,815272
49108,145725
49109,701000
49110,577393
49111,870941
49112,215301
49113,679378
49114,580077
49115,208609
49116,697195
49117,625123
49118,268277
49119,749491
49120,787568
49121,493480
49122,209831
49123,507360
49124,548894
49125,108492
49126,491393
49127,679999
49128,490691
49129,860160
49130,893241
49131,792805
49132,618719
49133,253141
49134,422344
49135,336549
49136,567449
49137,218803
49138,55841
49139,422954
49140,389737
49141,453436
49142,101825
49143,438715
49144,50879
49145,511062
49146,909682
49147,22554
49148,363235
49149,331610
49150,845033
49151,514883
49152,777693
49153,673908
49154,72354
49155,896514
49156,654131
49157,828969
49158,710202
49159,200368
49160,185278
49161,394574
49162,525357
49163,190679
49164,124370
49165,242269
49166,928489
49167,23199
49168,410690
49169,676366
49170,670001
49171,922642
49172,280744
49173,139573
49174,716104
49175,951954
49176,524078
49177,291556
49178,958616
49179,535074
49180,751947
49181,795668
49182,826203
49183,638604
49184,437911
49185,396749
49186,978565
49187,995761
49188,803343
49189,906268
49190,665114
49191,454337
49192,501872
49193,478930
49194,972337
49195,161038
49196,485823
49197,491023
49198,480272
49199,298149
49200,794931
49201,119566
49202,413233
49203,785128
49204,684858
49205,225945
49206,102568
49207,887069
49208,314699
49209,960856
49210,671108
49211,957334
49212,508552
49213,97744
49214,578210
49215,528396
49216,743340
49217,710233
49218,83794
49219,57602
49220,231766
49221,317516
49222,222329
49223,426066
49224,779652
49225,860846
49226,250029
49227,854690
49228,480939
49229,247613
49230,593006
49231,891105
49232,71035
49233,684707
49234,809897
49235,863702
49236,951726
49237,705760
49238,190755
49239,430417
49240,471302
49241,257783
49242,485999
49243,346275
49244,259941
49245,435539
49246,572582
49247,521677
49248,143783
49249,987355
49250,975579
49251,120245
49252,274882
49253,846570
49254,398619
49255,226970
49256,976731
49257,195200
49258,745608
49259,242416
49260,925792
49261,931052
49262,780278
49263,949086
49264,729333
49265,674408
49266,992049
49267,945725
49268,761497
49269,835698
49270,126743
49271,97706
49272,679200
49273,365987
49274,475938
49275,47902
49276,261496
49277,481122
49278,435636
49279,735353
49280,891791
49281,72699
49282,972529
49283,271378
49284,592727
49285,435466
49286,412855
49287,804145
49288,34823
49289,436831
49290,895076
49291,10947
49292,329084
49293,66474
49294,291492
49295,40103
